abstract_text,label,title,keywords
"Abstract Microorganisms play a crucial role in the biological decomposition of plant litter in terrestrial ecosystems. Due to the permanently changing litter quality during decomposition, studies of both fungi and bacteria at a fine taxonomic resolution are required during the whole process. Here we investigated microbial community succession in decomposing leaf litter of temperate beech forest using pyrotag sequencing of the bacterial 16S and the fungal internal transcribed spacer ( ITS ) rRNA genes. Our results reveal that both communities underwent rapid changes. Proteobacteria, Actinobacteria and Bacteroidetes dominated over the entire study period, but their taxonomic composition and abundances changed markedly among sampling dates. The fungal community also changed dynamically as decomposition progressed, with ascomycete fungi being increasingly replaced by basidiomycetes. We found a consistent and highly significant correlation between bacterial richness and fungal richness ( R = 0.76, P {<} 0.001) and community structure ( R M antel = 0.85, P {<} 0.001), providing evidence of coupled dynamics in the fungal and bacterial communities. A network analysis highlighted nonrandom co‐occurrences among bacterial and fungal taxa as well as a shift in the cross‐kingdom co‐occurrence pattern of their communities from the early to the later stages of decomposition. During this process, macronutrients, micronutrients, C:N ratio and pH were significantly correlated with the fungal and bacterial communities, while bacterial richness positively correlated with three hydrolytic enzymes important for C, N and P acquisition. Overall, we provide evidence that the complex litter decay is the result of a dynamic cross‐kingdom functional succession.",0,Life in leaf litter: novel insights into community dynamics of bacteria and fungi during litter decomposition,
"This review examines the symbiotic, evolutionary, proteomic and genetic basis for a group of fungi that occupy a specialized niche as insect pathogens as well as endophytes. We focus primarily on species in the genera Metarhizium and Beauveria, traditionally recognized as insect pathogenic fungi but are also found as plant symbionts. Phylogenetic evidence suggests that these fungi are more closely related to grass endophytes and diverged from that lineage ca. 100 MYA. We explore how the dual life cycles of these fungi as insect pathogens and endophytes are coupled. We discuss the evolution of insect pathogenesis while maintaining an endophytic lifestyle and provide examples of genes that may be involved in the transition toward insect pathogenicity. That is, some genes for insect pathogenesis may have been co-opted from genes involved in endophytic colonization. Other genes may be multifunctional and serve in both lifestyle capacities. We suggest that their evolution as insect pathogens allowed them to effectively barter a specialized nitrogen source (i.e. insects) with host plants for photosynthate. These ubiquitous fungi may play an important role as plant growth promoters and have a potential reservoir of secondary metabolites.",1,Fungi with multifunctional lifestyles: endophytic insect pathogenic fungi,
"Dollar spot is one of the most destructive and economically important fungal diseases of amenity turfgrasses. The causal agent was first described in 1937 as the ascomycete Sclerotinia homoeocarpa. However, the genus-level taxonomic placement of this fungus has been the subject of an ongoing debate for over 75 y. Existing morphological and rDNA sequence evidence indicates that this organism is more appropriately placed in the family Rutstroemiaceae rather than the Sclerotiniaceae. Here we use DNA sequence data from samples of the dollar spot fungus and other members of the Rutstroemiaceae (e.g. Rutstroemia, Lanzia, Lambertella) collected throughout the world to determine the generic identity of the turfgrass dollar spot pathogen. Phylogenetic evidence from three nucleotide sequence markers (CaM, ITS and Mcm7; 1810-bp) confirmed that S. homoeocarpa is not a species of Sclerotinia; nor is it a member of any known genus in the Rutstroemiaceae. These data support the establishment of a new genus, which we describe here as Clarireedia gen. nov. The type species for the genus, Clarireedia homoeocarpa comb. nov., is described to accommodate the dollar spot fungus, and a neotype is designated. Three new species in this clade, Clarireedia bennettii sp. nov., Clarireedia jacksonii sp. nov., and Clarireedia monteithiana sp. nov. that also cause dollar spot disease are described. Clarireedia homoeocarpa and C. bennettii occur primarily on Festuca rubra (C3 grass) hosts and appear to be restricted to the United Kingdom. Clarireedia jacksonii and C. monteithiana occur on a variety of C3 and C4 grass hosts, respectively, and appear to be globally distributed. This resolved taxonomy puts to rest a major controversy amongst plant pathologists and provides a foundation for better understanding the nature and biology of these destructive pathogens.",0,Clarireedia: {A} new fungal genus comprising four pathogenic species responsible for dollar spot disease of turfgrass,
"Septoria represents a genus of plant pathogenic fungi with a wide geographic distribution, commonly associated with leaf spots and stem cankers of a broad range of plant hosts. A major aim of this study was to resolve the phylogenetic generic limits of Septoria, Stagonospora, and other related genera such as Sphaerulina, Phaeosphaeria and Phaeoseptoria using sequences of the the partial 28S nuclear ribosomal RNA and RPB2 genes of a large set of isolates. Based on these results Septoria is shown to be a distinct genus in the Mycosphaerellaceae, which has mycosphaerella-like sexual morphs. Several septoria-like species are now accommodated in Sphaerulina, a genus previously linked to this complex. Phaeosphaeria (based on P. oryzae) is shown to be congeneric with Phaeoseptoria (based on P. papayae), which is reduced to synonymy under the former. Depazea nodorum (causal agent of nodorum blotch of cereals) and Septoria avenae (causal agent of avenae blotch of barley and rye) are placed in a new genus, Parastagonospora, which is shown to be distinct from Stagonospora (based on S. paludosa) and Phaeosphaeria. Partial nucleotide sequence data for five gene loci, ITS, LSU, EF-1α, RPB2 and Btub were generated for all of these isolates. A total of 47 clades or genera were resolved, leading to the introduction of 14 new genera, 36 new species, and 19 new combinations. Taxonomic novelties: New genera – Acicuseptoria Quaedvlieg, Verkley \& Crous, Cylindroseptoria Quaedvlieg, Verkley \& Crous, Kirstenboschia Quaedvlieg, Verkley \& Crous, Neoseptoria Quaedvlieg, Verkley \& Crous, Neostagonospora Quaedvlieg, Verkley \& Crous, Parastagonospora Quaedvlieg, Verkley \& Crous, Polyphialoseptoria Quaedvlieg, R.W. Barreto, Verkley \& Crous, Ruptoseptoria Quaedvlieg, Verkley \& Crous, Septorioides Quaedvlieg, Verkley \& Crous, Setoseptoria Quaedvlieg, Verkley \& Crous, Stromatoseptoria Quaedvlieg, Verkley \& Crous, Vrystaatia Quaedvlieg, W.J. Swart, Verkley \& Crous, Xenobotryosphaeria Quaedvlieg, Verkley \& Crous, Xenoseptoria Quaedvlieg, H.D. Shin, Verkley \& Crous. New species - Acicuseptoria rumicis Quaedvlieg, Verkley \& Crous, Caryophylloseptoria pseudolychnidis Quaedvlieg, H.D. Shin, Verkley \& Crous, Coniothyrium sidae Quaedvlieg, Verkley, R.W. Barreto \& Crous, Corynespora leucadendri Quaedvlieg, Verkley \& Crous, Cylindroseptoria ceratoniae Quaedvlieg, Verkley \& Crous, Cylindroseptoria pistaciae Quaedvlieg, Verkley \& Crous, Kirstenboschia diospyri Quaedvlieg, Verkley \& Crous, Neoseptoria caricis Quaedvlieg, Verkley \& Crous, Neostagonospora caricis Quaedvlieg, Verkley \& Crous, Neostagonospora elegiae Quaedvlieg, Verkley \& Crous, Paraphoma dioscoreae Quaedvlieg, H.D. Shin, Verkley \& Crous, Parastagonospora caricis Quaedvlieg, Verkley \& Crous, Parastagonospora poae Quaedvlieg, Verkley \& Crous, Phlyctema vincetoxici Quaedvlieg, Verkley \& Crous, Polyphialoseptoria tabebuiae-serratifoliae Quaedvlieg, Alfenas \& Crous, Polyphialoseptoria terminaliae Quaedvlieg, R.W. Barreto, Verkley \& Crous, Pseudoseptoria collariana Quaedvlieg, Verkley \& Crous, Pseudoseptoria obscura Quaedvlieg, Verkley \& Crous, Sclerostagonospora phragmiticola Quaedvlieg, Verkley \& Crous, Septoria cretae Quaedvlieg, Verkley \& Crous, Septoria glycinicola Quaedvlieg, H.D. Shin, Verkley \& Crous, Septoria oenanthicola Quaedvlieg, H.D. Shin, Verkley \& Crous, Septoria pseudonapelli Quaedvlieg, H.D. Shin, Verkley \& Crous, Setophoma chromolaenae Quaedvlieg, Verkley, R.W. Barreto \& Crous, Setoseptoria phragmitis Quaedvlieg, Verkley \& Crous, Sphaerulina amelanchier Quaedvlieg, Verkley \& Crous, Sphaerulina pseudovirgaureae Quaedvlieg, Verkley \& Crous, Sphaerulina viciae Quaedvlieg, H.D. Shin, Verkley \& Crous, Stagonospora duoseptata Quaedvlieg, Verkley \& Crous, Stagonospora perfecta Quaedvlieg, Verkley \& Crous, Stagonospora pseudocaricis Quaedvlieg, Verkley, Gardiennet \& Crous, Stagonospora pseudovitensis Quaedvlieg, Verkley \& Crous, Stagonospora uniseptata Quaedvlieg, Verkley \& Crous, Vrystaatia aloeicola Quaedvlieg, Verkley, W.J. Swart \& Crous, Xenobotryosphaeria calamagrostidis Quaedvlieg, Verkley \& Crous, Xenoseptoria neosaccardoi Quaedvlieg, H.D. Shin, Verkley \& Crous. New combinations - Parastagonospora avenae (A.B. Frank) Quaedvlieg, Verkley \& Crous, Parastagonospora nodorum (Berk.) Quaedvlieg, Verkley \& Crous, Phaeosphaeria papayae (Speg.) Quaedvlieg, Verkley \& Crous, Pseudocercospora domingensis (Petr. \& Cif.) Quaedvlieg, Verkley \& Crous, Ruptoseptoria unedonis (Roberge ex Desm.) Quaedvlieg, Verkley \& Crous, Septorioides pini-thunbergii (S. Kaneko) Quaedvlieg, Verkley \& Crous, Sphaerulina abeliceae (Hiray.) Quaedvlieg, Verkley \& Crous, Sphaerulina azaleae (Voglino) Quaedvlieg, Verkley \& Crous, Sphaerulina berberidis (Niessl) Quaedvlieg, Verkley \& Crous, Sphaerulina betulae (Pass.) Quaedvlieg, Verkley \& Crous, Sphaerulina cercidis (Fr.) Quaedvlieg, Verkley \& Crous, Sphaerulina menispermi (Thüm.) Quaedvlieg, Verkley \& Crous, Sphaerulina musiva (Peck) Quaedvlieg, Verkley \& Crous, Sphaerulina oxyacanthae (Kunze \& J.C. Schmidt) Quaedvlieg, Verkley \& Crous, Sphaerulina patriniae (Miura) Quaedvlieg, Verkley \& Crous, Sphaerulina populicola (Peck) Quaedvlieg, Verkley \& Crous, Sphaerulina quercicola (Desm.) Quaedvlieg, Verkley \& Crous, Sphaerulina rhabdoclinis (Butin) Quaedvlieg, Verkley \& Crous, Stromatoseptoria castaneicola (Desm.) Quaedvlieg, Verkley \& Crous. Typifications: Epitypifications - Phaeosphaeria oryzae I. Miyake, Phaeoseptoria papayae Speg.; Neotypification - Hendersonia paludosa Sacc. \& Speg.",0,Sizing up {Septoria},
"Abstract Experimental tests of community assembly mechanisms for host‐associated microbiomes in nature are lacking. Asymptomatic foliar fungal endophytes are a major component of the plant microbiome and are increasingly recognized for their impacts on plant performance, including pathogen defense, hormonal manipulation, and drought tolerance. However, it remains unclear whether fungal endophytes preferentially colonize certain host ecotypes or genotypes, reflecting some degree of biotic adaptation in the symbioses, or whether colonization is simply a function of spore type and abundance within the local environment. Whether host ecotype, local environment, or some combination of both controls the pattern of microbiome formation across hosts represents a new dimension to the age‐old debate of nature versus nurture. Here, we used a reciprocal transplant design to explore the extent of host specificity and biotic adaptation in the plant microbiome, as evidenced by differential colonization of host genetic types by endophytes. Specifically, replicate plants from three locally‐adapted ecotypes of the native grass Panicum virgatum (switchgrass) were transplanted at three geographically distinct field sites (one home and two away) in the Midwestern US . At the end of the growing season, plant leaves were harvested and the fungal microbiome characterized using culture‐dependent sequencing techniques. Our results demonstrated that fungal endophyte community structure was determined by local environment (i.e., site), but not by host ecotype. Fungal richness and diversity also strongly differed by site, with lower fungal diversity at a riparian field site, whereas host ecotype had no effect. By contrast, there were significant differences in plant phenotypes across all ecotypes and sites, indicating ecotypic differentiation of host phenotype. Overall, our results indicate that environmental factors are the primary drivers of community structure in the switchgrass fungal microbiome.",0,Foliar fungal endophyte communities are structured by environment but not host ecotype in {Panicum virgatum} (switchgrass),
"Host jumps by microbial symbionts are often associated with bursts of species diversification driven by the exploitation of new adaptive zones. The objective of this study was to infer the evolution of habitat preference (decaying plants, soil, living fungi, and living plants), and nutrition mode (saprotrophy and mycoparasitism) in the fungal genus Trichoderma to elucidate possible interkingdom host jumps and shifts in ecology. Host and ecological role shifts were inferred by phylogenetic analyses and ancestral character reconstructions. The results support several interkingdom host jumps and also show that the preference for a particular habitat was gained or lost multiple times. Diversification analysis revealed that mycoparasitism is associated with accelerated speciation rates, which then suggests that this trait may be linked to the high number of species in Trichoderma. In this study it was also possible to infer the cryptic roles that endophytes or soil inhabitants play in their hosts by evaluating their closest relatives and determining their most recent ancestors. Findings from this study may have implications for understanding certain evolutionary processes such as species radiations in some hyperdiverse groups of fungi, and for more applied fields such as the discovery and development of novel biological control strategies.",1,{EVOLUTION} {OF} {HABITAT} {PREFERENCE} {AND} {NUTRITION} {MODE} {IN} {A} {COSMOPOLITAN} {FUNGAL} {GENUS} {WITH} {EVIDENCE} {OF} {INTERKINGDOM} {HOST} {JUMPS} {AND} {MAJOR} {SHIFTS} {IN} {ECOLOGY}: {TRICHODERMA} {EVOLUTION},
"Increasing nitrogen (N) deposition often tends to negatively impact the functions of belowground ectomycorrhizal networks, although the exact molecular mechanisms underlying this trait are still unclear. Here, we assess how the root-associated fungus Clitopilus hobsonii establishes an ectomycorrhiza-like association with its host tree Populus tomentosa and how this interaction is favored by organic N over mineral N. The establishment of a functional symbiosis in the presence of organic N promotes plant growth and the transfer of 15N from the fungus to above ground plant tissues. Genomic traits and in planta transcriptional signatures suggest that C. hobsonii may have a dual lifestyle with saprotrophic and mutualistic traits. For example, several genes involved in the digestion of cellulose and hemicellulose are highly expressed during the interaction, whereas the expression of multiple copies of pectin-digesting genes is tightly controlled. Conversely, the nutritional mutualism is dampened in the presence of ammonium (NH4+) or nitrate (NO3 ). Increasing levels of NH4+ led to a higher expression of pectin-digesting genes and a continuous increase in hydrogen peroxide production in roots, whereas the presence of NO3 resulted in toxin production. In summary, our results suggest that C. hobsonii is a facultative ectomycorrhizal fungus. Access to various forms of N acts as an on/off switch for mutualism caused by large-scale fungal physiological remodeling. Furthermore, the abundance of pectin-degrading enzymes with distinct expression patterns during functional divergence after exposure to NH4 + or organic N is likely to be central to the transition from parasitism to mutualism.",1,A facultative ectomycorrhizal association is triggered by organic nitrogen,
"Premise of the Study The Hymenochaetales are dominated by lignicolous saprotrophic fungi involved in wood decay. However, the group also includes bryophilous and terricolous taxa, but their modes of nutrition are not clear. Here, we investigate patterns of carbon and nitrogen utilization in numerous non‐lignicolous Hymenochaetales and provide a phylogenetic context in which these non‐canonical ecological guilds arose. Methods We combined stable isotope analyses of δ 13 C and δ 15 N and phylogenetic analyses to explore assignment and evolution of nutritional modes. Clustering procedures and statistical tests were performed to assign trophic modes to Hymenochaetales and test for differences between varying ecologies. Genomes of Hymenochaetales were mined for presence of enzymes involved in plant cell wall and lignin degradation and sucrolytic activity. Key Results Three different trophic clusters were detected – biotrophic, saprotrophic, and a second biotrophic cluster including many bryophilous Hymenochaetales and mosses. Non‐lignicolous Hymenochaetales are generally biotrophic. All lignicolous Hymenochaetales clustered as saprotrophic and most terricolous Hymenochaetales clustered as ectomycorrhizal. Overall, at least 15 species of Hymenochaetales are inferred as biotrophic. Bryophilous species of Rickenella can degrade plant cell walls and lignin, and cleave sucrose to glucose consistent with a parasitic or endophytic life style. Conclusions Most non‐lignicolous Hymenochaetales are biotrophic. Stable isotope values of many bryophilous Hymenochaetales cluster as ectomycorrhizal or in a biotrophic cluster indicative of parasitism or an endophytic life style. Overall, trophic mode diversity in the Hymenochaetales is greater than anticipated, and non‐lignicolous ecological traits and biotrophic modes of nutrition are evolutionarily derived features.",1,Stable isotope analyses reveal previously unknown trophic mode diversity in the {Hymenochaetales},
"Summary Nonphotosynthetic mycorrhizal plants have long attracted the curiosity of botanists and mycologists, and they have been a target for unabated controversy and speculation. In fact, these puzzling plants dominated the very beginnings of the field of mycorrhizal biology. However, only recently has the mycorrhizal biology of this diverse group of plants begun to be systematically unravelled, largely following a landmark Tansley review a decade ago and crucial developments in the field of molecular ecology. Here I explore our knowledge of these evolutionarily and ecologically diverse plant–fungal symbioses, highlighting areas where there has been significant progress. The focus is on what is arguably the best understood example, the monotropoid mycorrhizal symbiosis, and the overarching goal is to lay out the questions that remain to be answered about the biology of myco‐heterotrophy and epiparasitism. Contents Summary 335 I. Introduction 335 II. Monotropa : over 180 years of controversy 337 III. Do all epiparasites evolve from photosynthetic mycorrhizal ancestors? 339 IV. What is unique about the monotrope radiation? 342 V. Potential sources of exceptional myco‐heterotrophy 344 VI. What form of carbon moves from fungus to plant? 344 VII. Mycorrhizas vs reproduction? 345 VIII. What fungal signal triggers symbiotic seed germination? 346 IX. Conclusions 348 Acknowledgements 348 References 348",1,The evolutionary ecology of myco‐heterotrophy,
"Ectomycorrhizal fungi are crucial for forests sustainability. For Castanea sativa, ectomycorrhizal fungus Pisolithus tinctorius is an important mutualist partner. Saprotrophic fungi Hypholoma fasciculare, although used for biocontrol of Armillaria root disease, it negatively affected the interaction between the P. tinctorius and plant host roots, by compromise the formation of P. tinctorius-C. sativa mycorrhizae. In this work, fungal morphology during inhibition of H. fasciculare against P. tinctorius was elucidated. P. tinctorius growth was strongly affected by H. fasciculare, which was significantly reduced after six days of co-culture and become even more significant through time. During this period, P. tinctorius developed vesicles and calcium oxalate crystals, which were described as mechanisms to stress adaption by fungi. H. fasciculare produced different volatile organic compounds in co-cultures over time and differ between single or in dualspecies. H. fasciculare highly produced sesquiterpenes (namely, α-muurolene) and nitrogencontaining compounds, which are recognised as having antimicrobial activity.",0,{In vitro} interactions between the ectomycorrhizal {Pisolithus tinctorius} and the saprotroph {Hypholoma fasciculare} fungi: morphological aspects and volatile production,
"Microbial symbionts inhabit tissues of all plants and animals. Their community composition depends largely on two ecological processes: (1) filtering by abiotic conditions and host species determining the environments that symbionts are able to colonize and (2) dispersal-limitation determining the pool of symbionts available to colonize a given host and community spatial structure. In plants, the above- and belowground tissues represent such distinct habitats for symbionts that we expect different effects of filtering and spatial structuring on their symbiont communities. In this study, we characterized above- and belowground communities of fungal endophytes—fungi living asymptomatically within plants—to understand the contributions of filtering and spatial structure to endophyte community composition. We used a culture-based approach to characterize endophytes growing in leaves and roots of three species of coastal beachgrasses in dunes of the USA Pacific Northwest. For leaves, endophyte isolation frequency and OTU richness depended primarily on plant host species. In comparison, for roots, both isolation frequency and OTU richness increased from the nutrient-poor front of the dune to the higher-nutrient backdune. Endophyte community composition in leaves exhibited a distance-decay relationship across the region. In a laboratory assay, faster growth rates and lower spore production were more often associated with leaf- than root-inhabiting endophytes. Overall, our results reveal a greater importance of biotic filtering by host species and dispersal-limitation over regional geographic distances for aboveground leaf endophyte communities and stronger effects of abiotic environmental filtering and locally patchy distributions for belowground root endophyte communities.",0,"Plant {Host} {Species} and {Geographic} {Distance} {Affect} the {Structure} of {Aboveground} {Fungal} {Symbiont} {Communities}, and {Environmental} {Filtering} {Affects} {Belowground} {Communities} in a {Coastal} {Dune} {Ecosystem}",
"Species of the genus Coniochaeta (anamorph: Lecythophora ) are known as pathogens of woody hosts, but can also cause opportunistic human infections. Several fungi with conidial stages resembling Lecythophora were isolated from necrotic wood samples of Prunus trees in South Africa. In order to reveal their phylogenetic relationships, these fungi were studied on a morphological and molecular (5.8S nrDNA, ITS-1, ITS-2, GAPDH, EF-1α, 28S nrDNA, 18S nrDNA) basis. Some of the isolates were identified as Coniochaeta ( Sordariomycetes ), including C. velutina and two new species, C. africana and C. prunicola . The majority of the isolates, however, formed pycnidial or pseudopycnidial synanamorphs and were not closely related to Coniochaeta. According to their 28S nrDNA phylogeny, they formed two distinct groups, one of which was closely related to Helotiales ( Leotiomycetes ). The new genus Collophora is proposed, comprising five species that frequently occur in necrotic peach and nectarine wood, namely Co. africana , Co. capensis , Co. paarla , Co. pallida and Co. rubra . The second group was closely related to Phaeomoniella chlamydospora ( Eurotiomycetes ), occurring mainly in plum wood. Besides P. zymoides occurring on Prunus salicina , four new species are described, namely P. dura , P. effusa , P. prunicola and P. tardicola . In a preliminary inoculation study, pathogenicity was confirmed for some of the new species on apricot, peach or plum wood.",0,"{Coniochaeta} ( {Lecythophora} ), {Collophora} gen. nov. and {Phaeomoniella} species associated with wood necroses of {Prunus} trees",
"What traits make plant rooting strategies adaptive for shallow or deep soils in water-limited environments? One is tempted to answer that effective shallow root systems should be best for shallow soils, while deep rooting would be best for deep soils. This is not what was found in a recent study by Poot \& Lambers (this issue; pp. 371–381), who compared root developments and root system morphologies of two rare Hakea species (Proteaceae), which were endemic to shallow soils over ironstone, with four Hakea species commonly found on deeper soils in the same region of southwestern Australia. The shallow-soil endemics invested more in deep roots, less in cluster roots and showed considerably more lateral spread of their root systems at depth than their congeners from deep soils.",1,Ectomycorrhizal fungi and the biotrophy–saprotrophy continuum,
"Up till now various plant–fungal interactions have been extensively studied in the form of mycorrhizal, parasitic or endophytic lifestyles. Many of those interactions are beneficial to the host plants and a few are detrimental. Several investigations have pointed towards the interconversion of one fungal lifestyle into another while interact the plant system meaning endophyte may become parasite or vice versa. In such case, it is necessary to realize whether these different lifestyles are interconnected at some points either by physiological, biochemical or molecular routes and to identify the factors that trigger the change in fungal lifestyle, which is entirely different than earlier one and affects the host plant significantly. This review highlights the possible mechanisms of switching among the lifestyles of fungi based on recent findings and discusses the factors affecting plant fungal interactions. It also underlines the need for studying this important facet of plant–fungal interactions in depth which may in future help to fetch more advantages and to avoid the severe consequences in agriculture and other related fields.",1,Plant–fungal interactions: {What} triggers the fungi to switch among lifestyles?,
"Activities of carboxylation enzymes were analyzed in the mycelium of the mycorrhizal fungus Amanita muscaria (L. ex Fr.) Hooker, in non‐mycorrhizal short roots of Norway spruce ( Picea abies [L.] Karst.) and in myconhizas of these two partners. While pyruvale carboxylase (PC, EC 6.4.1.1) and phosphoenolpyruvate carboxykinase activities (PEPCK.EC 4.1.1.49) could be detected in the mycelium of A. muscaria , phosphoenolpyruvate carboxyknase (PEPC, EC 4.1.1.31) was only active in root tissue. In A. muscaria , PC activity was generally low (around 10 nmol mg −t protein min − ) but PEPCK activity was above 250 nmol mg −1 protein min −1 . Mycorrhizal development on short roots decreased PEPC activity by more than 75\%, although dilution by the fungal biomass in mycorrhizas was only 35\%. This reduction in activity was paralleled by a decreased content of PEPC protein. By means of micro‐analytical methods it was shown that PEPC activity was lowest in the central zones of the mycorrhizas, Whereas PEPC activity was highest in the corresponding central sections in non‐mycorrhizal short roots. 14 CO 2 labelling, on the other hand, revealed that in vivo CO 2 fixation was higher in mycorrhizas compared to non‐mycorrhizal short roots. It is concluded that fungal carboxylases (probably PEPCK) are important for anaplerotic CO 2 fixation during nitrogen assimilation in mycorrhizas of Norway spruce.",0,Mycorrhiza formation on {Norway} spruce ( {Picea abies} ) roots affects the pathway of anaplerotic {CO}$_{\textrm{2}}$ fixation,
"A survey of fungal pathogens of Miconia calvescens was carried out in Brazil aimed at finding potential classical biocontrol agents for management of this invasive alien weed in Hawaii. Coccodiella miconiae, Glomerella cingulata ( = Colletotrichum gloeosporioides f. sp. miconiae) and the new species Guignardia miconiae and Korunomyces prostratus were found associated with foliar diseases and are described herein. Two previously undescribed spore stages of Coccodiella miconiae also were obtained allowing a complete description of this species. Pseudocercospora tamonae associated with leaf spots of other species of Miconia also was collected and also was proven to be pathogenic to M. calvescens.",0,"Fungal pathogens of {Miconia calvescens} ({Melastomataceae}) from {Brazil}, with reference to classical biological control",
